OBJECTID,RESP_ID,YEAR,INTERVIEW_DATE,RESP_STATE,RESP_COUNTY,ZIP_CODE,ZIP_CODE_POP_DENSITY_QUINTILE,RESP_AGE,RESP_GENDER,RESP_COMBINED_SEX_BY_AGE,RESP_RACE_WHITE,RESP_RACE_BLACK,RESP_RACE_ASIAN,RESP_RACE_INDIGENOUS_AMERICAN,RESP_RACE_PACIFIC_ISLANDER,RESP_RACE_OTHER_RACE,RESP_RACE_UNKNOWN,RESP_RACE_DECLINED,RESP_RACE_OTHER_RACE_DETAIL,RESP_ETHNICITY_HISPANIC,RESP_COMBINED_RACE_ETHNICITY,RESP_BIRTH_COUNTRY,RESP_COMBINED_RACE_ETH_BIRTH,RESP_COMBINED_RACE_BY_AGE,RESP_RACE_BY_EDU,LANGUAGE,RESP_EDU_LEVEL,RESP_EDU_4_CATEGORIES,RESP_COMBINED_SEX_BY_EDU,RESP_COMBINED_AGE_BY_EDU,HH_INCOME,HH_ADULTS_COUNT,HH_18_OR_UNDER_COUNT,HH_WITH_KIDS_5_TO_18,HH_K_12_HOUSEHOLD,HH_MOBILE_INTERNET,HH_WIRED_BROADBAND,HH_SATELLITE_INTERNET,HH_DIAL_UP_INTERNET,HH_ANY_INTERNET_ACCESS,HH_CP_LANDLINE,HH_LL_CELL_PHONE,HH_LL_SMARTPHONE,RESP_LL_CELL_PHONE,HH_COMBINED_PHONE_ACCESS,HH_COMPUTER,HH_TABLET,HH_WITH_KIDS_COMP_PROGRAMS,HH_WITH_KIDS_INTERNET_PROGRAMS,HH_INTERNET_INTERRUPTED,RESP_AWARE_PHLCONNECT,RESP_AWARE_FREE_INTERNET,RESP_AWARE_FED_PROGRAM,HH_DISCOUNT_INTERNET_SIGN_UP,HH_ABILITY_TO_KEEP_INTERNET,HH_NO_DISCOUNT_INTERNET_REASON,HH_NO_DISCOUNT_INTERNET_OTHER,RESP_INTERNET_SATISFACTION,HH_NO_BB_REASON_INTERNET_COST,HH_NO_BB_REASON_COMP_COST,HH_NO_BB_REASON_SMARTPHONE,HH_NO_BB_REASON_OTHER_LOCATION,HH_NO_BB_REASON_UNINSTALLABLE,HH_NO_BB_REASON_PRIVACY,HH_NO_BB_REASON_TECH_COMFORT,HH_NO_BB_REASON_NOT_WANT,HH_NO_BB_REASON_DEBT,HH_NO_BB_REASON_OTHER,HH_NO_BB_REASON_PRIMARY,RESP_NO_BB_PAST_INTERNET,RESP_BB_COST_LIMIT,INTERVIEW_PHONE_TYPE,RDD_TYPE,STATISTICAL_WEIGHT
380,12009738,2021,24-Jun-21,1,1,19142,4,1,1,1,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,11,9,4,3,2,2,3,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,1,8,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,2,0.6601
381,12039841,2021,16-Jun-21,1,1,19082,,2,2,8,1,0,0,0,0,0,0,0,,1,3,3,4,7,7,9,3,2,4,1,1,4,3,1,1,1,1,1,2,1,2,#NULL!,1,,3,1,2,1,1,2,2,1,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,0.9219
382,12041183,2021,23-Jun-21,1,1,19111,2,2,2,8,1,0,0,0,0,0,0,0,,1,3,3,4,7,7,10,1,1,4,1,1,2,2,2,0,2,1,2,2,1,2,#NULL!,2,,3,2,1,4,4,2,2,1,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,1.1782
383,12037580,2021,2-Jul-21,1,1,19148,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,4,2,0,#NULL!,0,1,1,2,1,1,1,#NULL!,2,,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.0502
384,12029356,2021,30-Jun-21,1,1,19149,5,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,98,2,1,1,1,1,1,2,8,1,2,#NULL!,1,,3,1,1,1,1,2,2,1,2,2,#NULL!,97,Did not hear about programs,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,1.6679
385,13010017,2021,12-Jul-21,1,1,19127,2,2,1,2,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,8,4,3,3,7,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.6143
386,12033901,2021,13-Jul-21,1,1,19119,1,3,1,3,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,1,4,1,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,1,2,2,1,2,#NULL!,3,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,2.6411
387,13009773,2021,20-Jun-21,1,1,19106,3,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,8,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,1,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.2495
388,12016847,2021,24-Jun-21,1,1,19122,4,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,1,1,98,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,1,1,2,2,2,8,2,2,3,1,5,1,2,1.6264
389,12023930,2021,24-Jun-21,1,1,19141,3,4,2,10,0,0,0,0,0,1,0,0,puerto rican,1,3,2,3,8,7,9,2,1,4,4,2,2,0,#NULL!,0,2,2,2,2,2,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1.5842
390,12039604,2021,23-Jun-21,1,1,19153,1,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,2,8,7,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,97,"the pandemic didnt effect me, I didnt have to",1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.7169
391,12039555,2021,25-Jun-21,1,1,19131,1,4,2,10,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,5,9,4,3,5,5,1,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,2,,3,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.7884
392,13005196,2021,20-Jun-21,1,1,19143,4,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,3,9,4,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.241
393,13001571,2021,10-Jul-21,1,1,19146,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,6,6,9,4,1,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4646
394,13004970,2021,21-Jun-21,1,1,19147,5,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,6,3,5,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1.2617
395,13009239,2021,20-Jun-21,1,1,19147,5,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,9,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.2646
396,12029477,2021,25-Jun-21,1,1,19152,2,6,2,12,1,0,0,0,0,0,0,0,,1,3,3,4,9,8,10,4,3,5,8,1,1,0,#NULL!,0,1,1,1,1,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.2274
397,13010980,2021,29-Jun-21,1,1,19147,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,6,6,9,3,3,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4646
398,12058199,2021,8-Jul-21,1,1,19151,3,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,5,9,4,3,2,2,5,1,1,2,0,1,1,1,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,2.9069
399,12011609,2021,28-Jun-21,1,1,19149,5,4,1,4,0,0,0,0,0,1,0,0,trigeno,1,3,2,3,8,7,10,1,1,1,4,6,5,1,2,0,1,1,8,1,1,2,#NULL!,1,,3,1,2,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.898
400,12057779,2021,7-Jul-21,1,1,19118,1,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,6,9,6,4,3,3,7,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,2.7026
401,13002893,2021,18-Jun-21,1,1,19120,5,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,2,3,3,1,1,2,1,2,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.563
402,12002547,2021,25-Jun-21,1,1,19147,5,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,1,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.1836
403,13000613,2021,25-Jun-21,1,1,19125,4,3,1,3,1,0,0,0,0,0,0,0,,1,3,1,3,8,8,9,4,3,2,5,3,1,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.2344
404,13008880,2021,19-Jun-21,1,1,19146,5,1,2,7,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,4,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,97,I did not apply,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,1.6264
405,12023158,2021,30-Jun-21,1,1,19124,3,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,1,1,4,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,2.3464
406,12001094,2021,11-Jul-21,1,1,19138,4,3,2,9,1,1,0,1,0,0,0,0,,2,6,#NULL!,6,11,10,9,3,2,4,4,1,2,3,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.7861
407,13008646,2021,19-Jun-21,1,1,19107,5,2,2,8,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,8,4,6,3,6,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,1,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,3,0.542
408,13000949,2021,27-Jun-21,1,1,19127,2,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.4298
409,12009478,2021,12-Jul-21,1,1,19124,3,2,1,2,0,0,0,0,0,1,0,0,Hispanic,1,3,2,3,7,7,10,3,2,1,1,1,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,2.7965
410,13001155,2021,2-Jul-21,1,1,19147,5,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,3,4,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.2617
411,13001620,2021,19-Jun-21,1,1,19146,5,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,7,2,3,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,2,1,4,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1.2617
412,13002155,2021,9-Jul-21,1,1,19134,3,3,2,9,0,0,0,0,0,1,0,0,puerta rican,1,3,1,3,8,7,9,3,2,4,4,1,2,1,1,1,1,1,1,2,1,2,#NULL!,1,,3,2,2,4,4,2,2,1,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1.78
413,12022035,2021,24-Jun-21,1,1,19143,4,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,1,1,3,2,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,1,2,2,2,1,2,2,2,3,2,5,1,2,1.6337
414,13009684,2021,20-Jun-21,1,1,19120,5,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,3,3,0,#NULL!,0,2,1,2,1,1,1,#NULL!,1,,2,2,1,#NULL!,#NULL!,1,2,1,2,2,#NULL!,3,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.5134
415,12021757,2021,8-Jul-21,1,1,19150,3,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,5,9,4,3,2,2,6,2,2,1,1,1,1,1,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,2.9199
416,12000486,2021,6-Jul-21,1,1,19147,5,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,8,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.4074
417,13010529,2021,25-Jun-21,1,1,19125,4,3,1,3,0,0,0,0,0,0,0,1,,9,9,#NULL!,9,99,99,9,3,2,1,4,7,2,0,#NULL!,0,1,1,8,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,8,2,#NULL!,97,did not know,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,2.7628
418,13009249,2021,22-Jun-21,1,1,19153,1,3,1,3,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,3,6,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.1661
419,12050878,2021,14-Jul-21,1,1,99999,,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,1,6,4,3,9,98,4,0,#NULL!,0,1,1,1,1,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,8,8,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,2,0.8039
420,12024062,2021,25-Jun-21,1,1,19148,2,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,6,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.2782
421,13003313,2021,14-Jul-21,1,1,19146,5,3,2,9,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,8,4,6,6,9,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.3223
422,12035591,2021,30-Jun-21,1,1,19121,3,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,2,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,1,1,1,2,2,6,2,5,1,2,1.125
423,12011466,2021,28-Jun-21,1,1,19138,4,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,8,4,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.4785
424,12009078,2021,19-Jun-21,1,1,19144,2,5,1,5,0,0,0,0,0,1,0,0,mixed race,1,3,1,3,9,9,9,8,4,3,9,6,1,0,#NULL!,0,1,1,1,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.6739
425,13010419,2021,18-Jun-21,1,1,19135,2,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,7,2,2,2,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.3189
426,13005024,2021,23-Jun-21,1,1,99998,2,5,1,5,0,1,0,0,0,0,0,0,,1,3,3,4,9,9,10,6,4,3,9,99,3,98,#NULL!,0,8,8,8,8,2,2,#NULL!,8,,3,2,8,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,1,2,2,2,2,9,9,2,2,#NULL!,2,1,1,3,0.2388
427,12030956,2021,23-Jun-21,1,1,19138,4,5,2,11,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,3,2,4,7,2,1,1,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,3,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.7761
428,13005971,2021,20-Jun-21,1,1,19146,5,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.61
429,12031053,2021,28-Jun-21,1,1,19134,3,1,1,1,1,1,0,0,0,0,0,0,,1,3,1,3,7,8,9,4,3,2,2,6,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,3.0915
430,12004918,2021,2-Jul-21,1,1,19154,1,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,1,7,4,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,1.3371
431,13001053,2021,20-Jun-21,1,1,19130,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,8,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.4646
432,13006944,2021,22-Jun-21,1,1,19104,4,2,2,8,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,8,4,6,3,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.3852
433,12040227,2021,12-Jul-21,1,1,19140,4,5,1,5,1,0,0,0,0,0,0,0,,1,3,2,3,9,8,9,5,3,2,8,1,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,2,1,1,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.6378
434,13009343,2021,25-Jun-21,1,1,19147,5,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,9,2,1,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,1,2,2,#NULL!,2,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.61
